#,"",Player,Overall Score,Potential Score,Height,Weight,Age,Preferred Foot,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
244,243,Koke,82,82,176,75,31,Right,79.0,76.0,80.666667,84.000000,72.714286,71.375,10.8
245,244,Morata,82,82,190,84,30,Right,80.0,17.0,69.000000,70.333333,78.000000,75.625,4.4
246,245,Toby Alderweireld,82,82,186,81,34,Right,68.0,83.0,75.500000,75.333333,64.428571,59.500,13.2
247,246,Lucas Digne,82,82,178,74,29,Left,80.0,79.0,77.666667,80.666667,78.571429,73.125,9.2
248,247,Anthony Lopes,82,82,184,81,32,Left,18.0,14.0,45.666667,27.333333,63.857143,20.375,79.8
249,248,Mario Götze,82,82,176,72,30,Right,85.5,47.5,76.500000,82.333333,70.142857,72.500,9.8
250,249,Simon Kjær,82,82,190,86,33,Right,60.5,81.0,66.833333,65.000000,65.142857,58.250,10.8
251,250,Geoffrey Kondogbia,82,82,188,76,30,Left,78.0,81.0,83.166667,76.000000,75.142857,70.250,10.6
252,251,Sergi Darder,82,82,180,71,29,Right,84.0,75.5,79.500000,82.000000,77.285714,71.625,9.2
253,252,Willi Orban,82,82,186,87,30,Right,55.0,83.0,66.666667,56.000000,65.428571,40.125,11.6
254,253,Jamie Vardy,82,82,179,74,36,Right,79.5,52.0,77.333333,67.666667,75.000000,76.625,12.4
255,254,Joel Matip,82,82,194,90,31,Right,74.0,83.0,74.833333,68.666667,63.571429,51.500,10.6
256,255,Raphaël Guerreiro,82,82,170,71,29,Left,88.0,76.5,77.666667,86.666667,70.714286,73.000,9.0
257,256,Alexandre Lacazette,82,82,175,73,31,Right,83.0,38.5,72.833333,74.000000,74.857143,78.875,7.4
258,257,Sébastien Haller,82,82,190,82,28,Right,76.0,58.5,71.000000,56.333333,70.571429,73.875,8.0
259,258,Wilfried Zaha,82,82,180,66,30,Right,87.5,37.5,69.166667,73.000000,78.857143,69.000,12.2
260,259,Dušan Tadić,82,82,181,76,34,Left,84.5,30.0,72.666667,84.000000,71.428571,78.750,12.2
261,260,Leonardo Bonucci,82,82,190,85,35,Right,74.0,82.0,73.166667,69.666667,62.428571,64.875,2.6
262,261,Jordan Pickford,82,84,185,77,28,Left,27.0,16.0,49.666667,45.000000,57.714286,26.375,82.8
263,262,Adrien Rabiot,82,82,191,80,27,Left,81.0,81.0,80.833333,79.666667,77.000000,72.500,10.4
264,263,Oliver Baumann,82,82,187,82,32,Right,18.0,16.0,39.666667,23.000000,52.428571,19.375,80.4
265,264,Sebastián Coates,82,82,196,94,32,Right,66.0,84.5,71.833333,53.666667,62.571429,49.125,14.6
266,265,Ivan Perišić,82,82,186,80,34,Right,82.5,71.5,79.333333,81.333333,78.142857,78.875,7.6
267,266,Iñigo Martínez Berridi,82,82,182,77,31,Left,61.0,83.0,71.166667,70.333333,72.857143,60.125,12.6
268,267,Granit Xhaka,82,82,185,82,30,Left,77.5,74.0,77.000000,81.666667,57.857143,70.625,9.2
269,268,Marko Arnautović,82,82,192,83,33,Right,80.5,40.5,72.166667,77.333333,77.571429,79.375,12.8
270,269,Luis Muriel,82,82,179,79,31,Right,85.5,23.0,65.500000,68.666667,78.714286,80.250,9.6
271,270,Ibrahima Konaté,81,88,194,95,23,Right,68.0,82.0,66.500000,60.666667,70.571429,39.000,9.8
272,271,Diogo Costa,81,87,192,84,23,Right,24.0,12.0,40.500000,32.000000,40.428571,15.875,79.8
273,272,Nailton Suzuki,81,81,180,75,27,Right,84.5,47.0,70.333333,78.333333,74.714286,68.125,9.0
274,273,Welington Dano,81,81,178,69,23,Left,77.5,79.0,75.833333,77.000000,78.571429,58.875,12.0
275,274,Dominik Livaković,81,84,187,79,28,Right,23.5,20.5,43.500000,41.000000,53.428571,16.875,78.6
276,275,Oswaldinato,81,81,184,79,31,Right,77.5,14.5,64.666667,66.333333,76.285714,73.625,8.6
277,276,Cucurella,81,85,173,66,24,Left,80.5,78.5,77.833333,79.666667,77.714286,64.000,10.0
278,277,Ivan Rakitić,82,82,184,78,34,Right,81.5,75.5,78.000000,85.000000,58.428571,78.625,10.2
279,278,Richarlison,81,84,184,71,25,Right,83.0,53.0,74.500000,70.333333,79.142857,76.500,10.2
280,279,Martin Terrier,81,84,184,78,26,Right,81.0,32.5,66.666667,74.333333,77.571429,75.750,8.6
281,280,Ruslan Malinovskyi,81,81,181,79,29,Left,83.5,61.0,76.833333,81.000000,75.857143,81.000,10.4
282,281,Randal Kolo Muani,81,86,187,73,24,Right,83.5,31.5,65.333333,64.666667,75.142857,69.625,9.8
283,282,Antonín Barák,81,81,190,86,28,Left,83.5,66.0,75.333333,79.666667,73.000000,75.250,12.4
284,283,Ibrahim Sangaré,81,86,191,77,25,Right,75.5,80.5,77.166667,73.333333,74.285714,66.125,8.8
285,284,Enzo Fernández,81,88,178,76,22,Right,79.0,74.5,80.166667,78.333333,76.571429,72.625,7.8
286,285,Rodrygo,81,88,174,64,22,Right,83.5,34.0,64.500000,71.666667,79.285714,73.750,8.4
287,286,Jeremie Frimpong,81,87,171,64,22,Right,83.5,76.5,76.000000,73.000000,84.000000,52.250,10.8
288,287,Kasper Schmeichel,82,82,189,89,36,Right,26.0,13.5,45.666667,35.666667,50.285714,21.250,80.0
289,288,Nico Schlotterbeck,81,87,191,86,23,Left,71.5,83.0,73.833333,67.000000,74.285714,55.125,10.6
290,289,Robin Le Normand,81,86,187,81,26,Right,62.0,82.0,59.166667,59.000000,64.714286,34.875,12.2
291,290,Nuno Mendes,81,89,176,70,20,Left,78.5,77.0,75.500000,76.000000,80.428571,60.250,10.0
292,291,Giorgio Chiellini,82,82,187,85,38,Left,56.0,83.5,68.166667,64.666667,69.285714,52.875,3.0
293,292,Zlatan Ibrahimović,82,82,195,102,41,Right,80.0,30.5,73.666667,73.333333,61.428571,82.125,11.8
294,293,Raúl Albiol,82,82,190,82,37,Right,65.0,85.5,70.166667,61.333333,51.571429,48.500,7.2
295,294,Dominik Szoboszlai,81,87,186,74,22,Right,83.0,27.5,64.833333,80.333333,74.142857,81.250,9.8
296,295,Olivier Giroud,82,82,193,93,36,Left,77.0,28.5,75.333333,67.333333,59.714286,80.500,9.8
297,296,Dejan Kulusevski,81,86,186,75,22,Left,85.0,61.0,73.833333,78.333333,75.142857,72.375,8.8
298,297,Ibañez,81,85,185,73,24,Right,60.0,85.0,65.666667,45.666667,75.285714,39.750,9.4
299,298,Xaver Schlager,81,84,174,78,25,Left,78.0,74.0,79.333333,72.666667,75.857143,64.125,8.2
300,299,Sven Botman,81,87,193,81,23,Left,64.0,82.5,70.000000,63.000000,63.857143,43.250,9.8
301,300,Seko Fofana,81,81,185,74,27,Right,81.5,75.5,79.833333,73.666667,74.571429,68.625,9.4
302,301,Iñaki Williams,81,81,186,80,28,Right,78.5,31.5,70.333333,71.666667,83.857143,73.500,13.2
303,302,Mateus Uribe,81,81,183,77,31,Right,80.5,81.0,79.166667,75.666667,78.285714,68.750,13.2
304,303,Denis Zakaria,81,86,191,81,26,Right,78.0,81.0,78.500000,74.000000,74.857143,57.625,11.0
305,304,Matteo Politano,81,81,171,67,29,Left,83.5,29.0,69.000000,78.333333,73.000000,72.125,9.6
306,305,Rosival Jailson,81,81,175,70,23,Right,76.5,83.0,75.500000,73.666667,69.857143,60.875,12.4
307,306,Giovani Lo Celso,81,84,177,68,26,Left,85.0,70.5,79.500000,81.666667,72.000000,73.500,11.2
308,307,Odisseas Vlachodimos,81,83,190,81,28,Right,18.0,13.0,42.166667,22.000000,53.142857,19.125,78.2
309,308,Mario Pašalić,81,81,189,82,28,Right,84.0,68.0,77.833333,76.666667,72.142857,70.500,12.8
310,309,Christian Pulisic,81,87,177,69,24,Right,86.0,39.5,65.666667,70.000000,78.571429,65.000,12.6
311,310,Nicolás Tagliafico,81,81,172,65,30,Left,74.5,79.5,76.333333,75.333333,80.857143,55.750,12.6
312,311,Benjamin Bourigeaud,81,81,178,70,29,Right,83.0,63.0,78.000000,82.666667,75.000000,76.750,12.4
313,312,Aritz Elustondo,81,82,180,71,28,Right,62.5,79.5,66.000000,73.000000,68.285714,47.000,10.4
314,313,Hirving Lozano,81,81,175,70,27,Right,81.5,32.0,70.166667,70.666667,79.000000,71.750,11.8
315,314,Benjamin Pavard,81,83,186,81,26,Right,71.5,83.5,73.000000,75.000000,72.857143,62.500,10.6
316,315,Mark Flekken,81,81,195,87,29,Right,23.0,16.5,36.666667,31.666667,41.428571,21.000,80.2
317,316,Adryan Zonta,81,81,172,68,31,Left,74.5,70.5,72.000000,77.666667,83.285714,67.000,12.0
318,317,Lucas Torreira,81,83,166,60,27,Right,78.5,78.0,78.500000,76.333333,75.714286,67.000,7.8
319,318,Heberto Gaúcho,81,81,181,82,27,Right,62.0,84.5,70.666667,55.000000,73.142857,66.125,14.6
320,319,João Mário,81,81,179,73,30,Right,83.5,69.5,77.000000,82.000000,72.857143,71.500,9.0
321,320,Andrej Kramarić,81,81,177,73,31,Right,83.5,23.0,70.000000,73.000000,75.428571,79.125,11.6
322,321,Gianluca Mancini,81,83,190,77,26,Right,62.5,80.0,69.333333,47.666667,68.857143,46.875,9.4
323,322,Juan Musso,81,82,191,93,28,Right,18.0,15.0,41.666667,25.000000,45.000000,21.250,80.2
324,323,Adriano Bisesi,81,81,188,83,31,Right,74.5,25.5,66.833333,58.666667,68.857143,77.500,15.6
325,324,Ricardo Horta,81,81,173,63,28,Right,80.0,39.5,74.333333,77.000000,76.571429,77.000,9.4
326,325,Jonathan Tah,81,83,195,94,27,Right,63.0,82.5,66.666667,60.333333,65.428571,42.000,9.8
327,326,Robert Andrich,81,82,186,86,28,Right,75.0,78.0,77.166667,76.000000,69.285714,75.375,10.8
328,327,Steven Bergwijn,81,84,178,78,25,Right,83.0,34.0,66.833333,73.000000,79.714286,73.750,12.8
329,328,Gonçalo Guedes,81,83,179,68,26,Right,82.5,32.0,70.500000,73.000000,76.571429,77.375,10.0
330,329,Allan Saint-Maximin,81,83,173,67,25,Right,87.5,22.0,62.500000,71.000000,83.142857,66.875,9.0
331,330,William Carvalho,81,81,187,79,30,Right,80.5,72.0,78.833333,77.666667,59.857143,64.500,9.0
332,331,Kevin Volland,81,81,174,85,30,Left,80.0,44.0,76.333333,77.333333,76.857143,80.750,8.6
333,332,Edin Višća,81,81,172,63,33,Right,80.5,40.0,69.500000,77.333333,80.714286,71.875,12.8
334,333,Lukáš Hrádecký,81,81,192,85,33,Right,15.0,11.5,39.500000,24.666667,46.000000,17.500,78.0
335,334,Yuri Berchiche,81,81,181,80,33,Left,75.5,77.0,76.000000,76.333333,81.000000,69.000,10.6
336,335,Edinson Cavani,81,81,185,77,36,Right,73.0,43.5,77.666667,63.000000,65.857143,81.125,10.6
337,336,Marc Bartra,81,81,184,73,32,Right,74.0,81.5,75.833333,72.333333,73.714286,60.875,11.6
338,337,Adán,81,81,190,94,35,Left,13.5,16.0,42.166667,29.666667,56.571429,21.000,80.4
339,338,Arkadiusz Milik,81,81,186,80,29,Left,80.0,33.0,71.666667,67.333333,67.000000,81.500,12.4
340,339,Oscar,81,81,179,70,31,Right,82.0,57.0,71.166667,83.333333,79.142857,74.375,12.2
341,340,Juan Cuadrado,81,81,179,72,34,Right,85.0,80.0,77.333333,81.000000,80.571429,74.000,7.6
342,341,Luke Shaw,81,82,181,75,27,Left,80.5,80.0,80.666667,80.333333,76.285714,62.750,9.8
343,342,Téji Savanier,81,81,172,69,31,Right,82.5,70.0,81.000000,84.000000,67.857143,73.875,11.6
344,343,Danilo,81,81,184,78,31,Right,76.0,82.0,76.333333,75.666667,71.714286,71.375,10.6
345,344,Jordan Henderson,81,81,182,80,32,Right,80.0,77.0,79.333333,82.333333,71.571429,72.250,9.8
346,345,Henrikh Mkhitaryan,81,81,177,75,34,Right,83.5,54.0,77.000000,75.666667,78.142857,75.625,8.4
347,346,Alessio Romagnoli,81,81,185,75,28,Left,68.5,83.5,65.833333,59.333333,67.714286,41.875,10.4
348,347,Nicolás Otamendi,81,81,183,78,35,Right,58.5,81.5,73.833333,65.666667,71.285714,56.125,9.6
349,348,Maximilian Arnold,81,82,184,74,28,Left,80.0,77.0,78.666667,77.666667,68.428571,76.875,10.2
350,349,Azpilicueta,81,81,178,77,33,Right,72.0,82.5,77.166667,78.666667,70.571429,61.750,8.6
351,350,Rafael Tolói,81,81,185,75,32,Right,64.0,83.5,70.333333,60.333333,71.571429,58.125,12.6
352,351,Leonardo Spinazzola,81,81,186,75,29,Right,80.0,76.5,74.666667,74.333333,77.000000,61.750,13.0
353,352,Kepa,81,84,189,85,28,Right,24.5,17.0,41.500000,48.333333,43.714286,24.125,81.0
354,353,Gaëtan Laborde,81,81,181,78,28,Left,79.5,28.5,71.333333,75.000000,77.142857,76.625,12.2
355,354,Lucas Vázquez,81,81,173,70,31,Right,80.0,73.5,77.000000,80.333333,77.428571,69.250,10.0
356,355,Jonas Hofmann,81,81,176,73,30,Right,79.5,57.0,78.666667,80.666667,73.857143,70.375,8.4
357,356,Marcel Sabitzer,81,81,178,76,28,Right,80.5,68.5,75.833333,79.333333,73.428571,76.750,13.2
358,357,James Ward-Prowse,81,81,173,66,28,Right,77.5,69.5,74.500000,86.333333,70.142857,75.250,12.8
359,358,Idrissa Gueye,81,81,174,66,33,Right,75.0,84.0,76.666667,71.000000,74.428571,62.500,9.4
360,359,Deulofeu,81,81,177,73,28,Right,85.5,26.0,65.666667,73.666667,76.714286,73.625,12.8
361,360,Simon Mignolet,81,81,193,87,35,Right,20.0,15.0,41.666667,33.666667,51.428571,23.000,79.8
362,361,Orkun Kökçü,80,86,175,68,22,Right,80.0,69.5,77.666667,81.666667,74.285714,72.375,8.6
363,362,Ali Musrati,80,83,189,83,26,Right,73.5,79.0,75.000000,72.333333,65.285714,55.750,9.0
364,363,Teun Koopmeiners,80,84,183,77,25,Left,77.5,75.0,77.000000,81.000000,73.285714,73.875,11.6
365,364,Guglielmo Vicario,80,83,188,76,26,Right,13.0,12.0,37.166667,21.666667,34.714286,15.250,79.8
366,365,Pepe,81,81,188,79,40,Right,59.0,80.5,70.500000,64.666667,74.285714,52.125,9.4
367,366,Viktor Tsygankov,80,83,178,72,25,Left,80.5,38.0,69.166667,76.333333,71.857143,70.750,9.8
368,367,Joselu,81,81,192,80,32,Right,78.0,23.5,67.166667,64.666667,66.714286,79.125,10.4
369,368,Jonathan Clauss,80,80,178,69,30,Right,77.5,73.5,73.666667,75.333333,76.285714,66.625,13.4
370,369,Gabriel Martinelli,80,88,178,75,21,Right,85.0,43.5,70.666667,66.666667,76.857143,70.125,7.0
371,370,Beto,80,83,194,88,25,Right,75.5,20.5,64.166667,56.000000,74.714286,71.250,10.8
372,371,Reguilón,80,83,178,68,26,Left,79.0,77.5,75.833333,76.000000,74.000000,56.625,10.2
373,372,Nayef Aguerd,80,83,190,76,26,Left,66.5,80.5,70.500000,65.333333,70.428571,53.625,10.2
374,373,Jesús Navas,81,81,172,60,37,Right,81.0,76.5,77.833333,81.333333,72.428571,67.875,11.0
375,374,Gavi,80,89,173,68,18,Right,82.5,69.0,79.000000,77.000000,77.000000,56.750,9.8
376,375,Nicolás González,80,85,180,72,24,Left,85.0,42.5,67.333333,74.666667,77.428571,68.250,7.6
377,376,Eduardo Camavinga,80,89,182,68,20,Left,82.5,79.5,77.666667,79.666667,77.857143,65.000,10.0
378,377,Emile Smith Rowe,80,87,182,72,22,Right,83.0,30.5,66.500000,74.333333,67.714286,63.625,10.2
379,378,Jurriën Timber,80,88,179,78,21,Right,77.0,80.0,74.666667,70.000000,79.428571,46.750,9.6
380,379,Łukasz Fabiański,81,81,190,83,37,Right,18.0,12.5,44.666667,32.000000,50.428571,20.750,79.4
381,380,Boubacar Kamara,80,86,184,68,23,Right,74.0,81.0,74.166667,73.333333,73.142857,55.750,9.0
382,381,Vitinha,80,89,172,64,23,Right,83.5,70.0,72.333333,79.666667,73.428571,62.875,8.6
383,382,Carlos Vela,81,81,177,77,34,Left,83.5,16.5,69.166667,73.000000,73.285714,76.625,10.6
384,383,Youssouf Fofana,80,84,185,74,24,Right,78.0,78.0,77.000000,74.666667,72.142857,62.750,9.0
385,384,Edmond Tapsoba,80,85,194,84,24,Right,70.0,81.0,69.166667,65.666667,72.428571,55.125,10.0
386,385,Lovro Majer,80,85,178,76,25,Left,85.0,61.5,73.333333,80.000000,70.000000,72.750,8.8
387,386,Amir Rrahmani,80,80,192,83,29,Right,63.0,83.0,66.500000,60.333333,63.428571,51.000,9.6
388,387,Matheus Cunha,80,85,184,75,23,Right,85.0,30.0,69.333333,73.333333,77.857143,75.375,10.4
389,388,Nikola Milenković,80,85,195,90,25,Right,65.0,80.0,66.000000,67.000000,64.428571,47.000,9.8
390,389,Nicolò Zaniolo,80,84,190,79,23,Left,83.0,60.5,77.000000,70.333333,79.571429,66.750,9.6
391,390,Youssef En-Nesyri,80,84,188,78,25,Left,77.0,29.0,65.833333,60.333333,73.714286,74.000,11.6
392,391,Diogo Dalot,80,86,184,76,23,Right,79.5,77.0,78.166667,77.000000,79.714286,62.000,8.0
393,392,Maikel Catarino,80,80,177,75,27,Right,77.5,77.0,65.333333,76.333333,73.571429,52.375,13.0
394,393,Ezequiel Ávila,80,80,172,81,29,Right,78.0,43.5,70.833333,64.000000,79.571429,74.250,9.4
395,394,Héniton Pires,80,80,182,74,27,Right,17.0,15.5,43.166667,25.333333,48.000000,19.875,78.8
396,395,Mattéo Guendouzi,80,86,184,68,23,Right,77.5,78.0,81.000000,77.333333,78.142857,67.875,9.8
397,396,David Neres,80,83,175,71,26,Left,85.5,30.5,67.333333,73.333333,77.142857,67.875,9.6
398,397,Mario Hermoso,80,82,184,76,27,Left,71.0,80.0,74.500000,76.000000,73.857143,55.625,8.8
399,398,Alexander Isak,80,85,192,77,23,Right,85.5,19.5,66.000000,62.666667,74.428571,74.875,8.0
400,399,Edson Álvarez,80,84,187,73,25,Right,69.5,80.0,72.666667,70.666667,74.714286,57.250,8.2
401,400,Miguel Almirón,80,80,174,70,29,Left,81.0,52.5,73.000000,72.666667,73.142857,69.750,10.6
402,401,David Raum,80,84,180,75,24,Left,78.0,74.5,72.500000,76.666667,78.714286,61.250,10.2
403,402,Nuno Santos,80,80,177,72,28,Left,80.5,55.5,75.833333,76.000000,74.285714,76.125,10.6
404,403,Tomáš Souček,80,81,192,86,28,Right,74.5,80.0,77.166667,73.000000,68.142857,67.500,8.6
405,404,Laure Santeiro,80,80,171,63,23,Left,82.0,18.0,65.166667,77.333333,68.714286,66.250,9.6
406,405,Yeray,80,82,182,79,28,Right,64.5,80.5,69.500000,65.666667,70.285714,56.750,10.4
407,406,Djibril Sow,80,82,184,76,26,Right,79.0,76.5,78.666667,78.000000,77.000000,66.000,8.4
408,407,Reinildo,80,80,180,73,29,Left,74.5,81.0,73.666667,68.666667,79.142857,55.125,9.8
409,408,Evan Ndicka,80,85,192,82,23,Left,76.0,80.0,76.833333,74.000000,72.285714,50.000,8.8
410,409,Javi Galán,80,80,172,70,28,Left,85.0,82.5,69.666667,78.000000,73.142857,61.625,10.4
411,410,Leon Bailey,80,83,178,77,25,Left,82.5,21.5,64.166667,70.000000,79.142857,74.125,12.0
412,411,Arthur,80,82,171,73,26,Right,86.5,72.5,76.500000,82.000000,72.285714,66.750,11.0
413,412,Harvey Barnes,80,83,180,66,25,Right,80.5,41.5,68.666667,73.333333,74.714286,68.500,8.0
414,413,Tony Abranjes,80,80,179,80,35,Right,57.5,79.5,62.333333,57.000000,74.000000,49.500,9.4
415,414,Davide Calabria,80,83,177,70,26,Right,72.0,80.0,71.333333,73.666667,77.000000,60.125,11.2
416,415,Benjamin White,80,84,185,77,25,Right,75.5,81.5,72.166667,73.333333,71.285714,35.125,8.4
417,416,Mauro Arambarri,80,83,175,74,27,Right,75.5,80.5,73.000000,73.333333,66.285714,63.625,11.0
418,417,Alban Lafont,80,85,196,90,24,Right,12.0,13.0,37.166667,39.333333,55.571429,16.125,78.2
419,418,Marcus Thuram,80,84,192,88,25,Right,82.0,43.0,68.166667,70.000000,76.285714,71.625,12.4
420,419,Luis Sinisterra,80,85,172,60,23,Right,85.0,47.5,68.666667,71.000000,83.142857,66.375,11.8
421,420,Walter Benítez,80,81,191,93,30,Right,19.5,18.5,41.500000,22.333333,52.857143,21.250,78.8
422,421,Marko Dmitrović,80,80,194,91,31,Left,8.5,21.0,37.666667,36.666667,45.285714,29.000,78.8
423,422,Kieran Tierney,80,84,178,70,25,Left,78.0,78.5,77.500000,76.333333,78.285714,58.000,12.4
424,423,Anthony Martial,80,81,184,76,27,Right,85.5,32.0,67.166667,70.333333,74.857143,75.000,10.2
425,424,Ramy Bensebaini,80,81,186,82,27,Left,79.0,80.0,72.666667,74.666667,74.857143,69.875,10.8
426,425,Alex Telles,80,80,181,71,30,Left,78.0,76.5,77.166667,81.000000,75.285714,76.750,11.6
427,426,Álex Moreno,80,80,179,68,29,Left,77.0,76.5,71.000000,74.333333,78.571429,65.500,10.8
428,427,Rick Karsdorp,80,80,184,80,28,Right,79.0,76.5,75.833333,76.000000,77.428571,64.500,13.0
429,428,Emiliano Buendía,80,81,172,72,26,Right,83.5,64.5,76.166667,80.000000,74.142857,73.000,10.0
430,429,Hamari Traoré,80,80,175,70,31,Right,76.5,77.5,72.333333,76.000000,81.000000,56.000,11.2
431,430,Jarrod Bowen,80,81,175,70,26,Left,81.5,38.0,67.500000,74.000000,75.000000,71.750,10.6
432,431,Mahmoud Dahoud,80,81,178,68,27,Right,85.0,61.5,76.000000,76.333333,75.857143,64.625,10.6
433,432,Corentin Tolisso,80,80,181,81,28,Right,80.5,75.0,79.333333,77.000000,74.000000,75.000,10.8
434,433,Álex Berenguer,80,80,175,73,27,Right,81.5,64.5,76.166667,75.000000,79.428571,71.750,11.4
435,434,Stole Dimitrievski,80,81,188,84,29,Right,18.5,18.0,38.500000,20.333333,47.428571,22.250,78.8
436,435,Joan Jordán,80,80,184,74,28,Right,78.5,67.5,77.000000,78.666667,63.857143,71.125,11.8
437,436,José Sá,80,81,192,84,30,Right,18.0,17.0,40.833333,36.000000,55.142857,20.375,78.4
438,437,Oleksandr Zinchenko,80,82,175,64,26,Left,83.0,79.0,78.500000,82.000000,71.571429,69.000,12.2
439,438,David García,80,81,185,72,29,Right,68.5,82.0,67.500000,71.333333,65.857143,43.875,9.8
440,439,Hans Hateboer,80,80,185,72,29,Right,78.0,77.5,76.000000,74.666667,75.857143,58.500,10.8
441,440,Naby Keïta,80,80,172,64,28,Right,84.5,70.0,78.666667,73.666667,71.714286,65.625,11.8
442,441,Kerem Demirbay,80,80,183,75,29,Left,83.5,73.0,77.666667,78.666667,71.285714,71.625,13.6
443,442,Ante Rebić,80,80,185,78,29,Right,82.0,40.5,72.666667,73.666667,77.000000,75.250,13.4
444,443,Alex Meret,80,83,190,83,25,Left,20.5,16.5,38.000000,23.333333,48.000000,23.500,78.0
445,444,Kalvin Phillips,80,83,178,72,27,Right,75.5,80.0,76.333333,77.000000,73.142857,64.625,10.0
446,445,Jeremías Conan Ledesma,80,82,186,83,30,Right,15.0,14.5,36.000000,27.000000,50.571429,23.875,78.4
447,446,Ignacio Fernández,80,80,182,67,33,Left,80.5,70.0,79.666667,78.666667,72.571429,75.750,10.2
448,447,Pau López,80,83,189,77,28,Left,30.5,15.5,44.833333,47.333333,51.285714,25.000,81.0
449,448,Chancel Mbemba,80,82,182,78,28,Right,67.0,81.0,67.666667,67.333333,76.142857,49.125,10.6
450,449,Joe Gomez,80,85,188,77,25,Right,71.5,80.0,71.000000,72.333333,73.285714,36.500,9.8
451,450,Christian Günter,80,80,184,83,30,Left,72.0,76.0,72.500000,74.333333,73.428571,60.625,11.0
452,451,Leandro Paredes,80,80,180,75,28,Right,83.0,78.0,78.833333,82.333333,70.714286,70.750,9.6
453,452,Gabriel Paulista,80,80,185,72,32,Right,65.5,81.5,72.166667,73.666667,70.571429,54.625,11.6
454,453,Fred,80,80,169,62,30,Left,80.0,75.5,80.333333,78.666667,79.571429,68.000,12.8
455,454,Fabian Schär,80,80,188,84,31,Right,72.0,80.5,74.833333,74.333333,63.571429,70.000,10.6
456,455,Jonathan Viera,80,80,171,67,33,Right,80.5,59.0,74.000000,77.666667,77.428571,72.875,12.8
457,456,Felipe,80,80,190,84,33,Right,60.5,79.0,66.500000,63.000000,65.428571,46.750,10.0
458,457,Remo Freuler,80,80,181,80,30,Right,79.0,76.0,79.000000,74.666667,68.142857,64.500,11.2
459,458,Pablo Sarabia,80,80,174,70,30,Left,83.5,51.5,71.000000,81.333333,67.000000,72.750,11.6
460,459,Nathan Aké,80,81,180,75,28,Left,72.5,81.5,71.500000,72.000000,75.000000,59.500,10.0
461,460,Harry Maguire,80,80,193,100,30,Right,71.0,76.5,74.333333,69.333333,58.714286,60.875,12.4
462,461,James Tarkowski,80,80,188,81,30,Right,63.0,82.0,71.500000,66.333333,65.000000,52.750,10.0
463,462,Leandro Trossard,80,80,171,67,28,Right,81.5,24.5,63.333333,76.000000,79.285714,75.625,9.4
464,463,Lewis Dunk,80,80,192,88,31,Right,67.5,78.0,68.833333,62.666667,55.142857,55.375,11.6
465,464,Rui Silva,80,82,191,91,29,Right,21.0,14.5,39.333333,23.333333,39.285714,24.375,79.6
466,465,Kurt Zouma,80,82,190,95,28,Right,56.0,79.5,70.500000,61.333333,67.428571,58.500,11.8
467,466,Marten de Roon,80,80,185,76,31,Right,72.0,81.5,77.000000,72.333333,74.142857,68.375,12.0
468,467,Cristiano Biraghi,80,80,185,78,30,Left,78.0,75.5,76.166667,79.000000,74.571429,73.000,9.8
469,468,Saúl,80,80,184,75,28,Left,79.5,76.5,78.000000,76.000000,72.285714,73.625,10.2
470,469,Jasper Cillessen,80,80,185,83,33,Right,22.0,11.5,43.666667,34.000000,54.571429,19.500,78.6
471,470,Bryan Cristante,80,82,186,80,28,Right,78.0,75.5,76.166667,78.666667,66.000000,70.250,3.8
472,471,Emil Forsberg,80,80,177,76,31,Right,83.0,23.5,71.333333,81.000000,67.142857,69.625,11.0
