"",name,current_club_name,country_of_citizenship,position,sub_position,market_value_in_eur,contract_expiration_date,current_club_domestic_competition_id,overall_score,potential_score,Height,Weight,Age,preferred_foot,ball_skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
166,Felipe Caicedo,Lazio Rom,Ecuador,Attack,Centre-Forward,900000.0,2023-06-30,IT1,73,73,183,82,34,Left,71.0,42.5,68.000000,65.333333,63.857143,72.250,9.0
167,Frank Magri,Sco Angers,France,Attack,Centre-Forward,500000.0,2024-06-30,FR1,64,72,178,75,23,Right,65.0,17.5,43.000000,45.000000,70.142857,62.625,10.6
168,Marko Lazetic,Ac Mailand,Serbia,Attack,Centre-Forward,3000000.0,2026-06-30,IT1,65,85,192,80,19,Right,65.0,30.5,53.666667,52.333333,66.857143,62.625,9.2
170,Emmanuel Ekong,Fc Empoli,Sweden,Attack,Centre-Forward,300000.0,2027-06-30,IT1,63,72,176,72,20,Right,59.5,18.0,45.000000,42.000000,66.857143,59.375,9.4
171,Moustapha Cisse,Atalanta Bergamo,Guinea,Attack,Centre-Forward,1000000.0,2023-06-30,IT1,63,80,182,75,19,Left,61.5,16.5,48.833333,48.333333,64.571429,53.500,7.4
172,Riccardo Calafiori,As Rom,Italy,Defender,Left-Back,3500000.0,2025-06-30,IT1,68,80,183,78,20,Left,69.5,68.5,59.500000,54.333333,64.714286,51.250,8.4
173,Francesco Forte,Venezia Fc,Italy,Attack,Centre-Forward,1500000.0,2024-06-30,IT1,70,70,187,75,29,Left,68.0,21.5,63.500000,63.333333,63.000000,64.625,11.0
174,Dennis Johnsen,Venezia Fc,Norway,Attack,Left Winger,1200000.0,2025-06-30,IT1,73,77,185,75,25,Right,72.5,34.0,59.500000,69.333333,70.142857,55.875,9.2
175,Francesco Di Mariano,Venezia Fc,Italy,Attack,Left Winger,1400000.0,2025-06-30,IT1,71,72,177,68,26,Right,73.5,36.0,64.000000,63.666667,68.142857,60.625,11.2
176,Nani,Venezia Fc,Portugal,Attack,Left Winger,700000.0,2024-06-30,IT1,77,77,177,72,36,Right,81.0,21.0,68.833333,76.666667,66.142857,75.125,8.0
177,Jean Pierre Nsame,Venezia Fc,Cameroon,Attack,Centre-Forward,4000000.0,2024-06-30,IT1,75,75,188,88,29,Right,73.0,17.0,61.333333,49.333333,75.000000,70.375,10.0
178,Daniel Fuzato,As Rom,Brazil,Goalkeeper,Goalkeeper,1000000.0,2025-06-30,IT1,66,72,190,86,25,Right,13.5,11.5,34.000000,23.000000,31.000000,17.875,64.6
179,Mattia Aramu,Venezia Fc,Italy,Attack,Attacking Midfield,2500000.0,2023-06-30,IT1,74,75,180,69,27,Left,77.5,50.0,64.000000,73.333333,71.857143,64.500,9.6
180,Tanner Tessmann,Venezia Fc,United States,Midfield,Central Midfield,2000000.0,2025-06-30,IT1,66,80,188,86,21,Right,67.5,55.5,61.000000,64.000000,67.285714,45.125,8.2
181,Gianluca Busio,Venezia Fc,United States,Midfield,Central Midfield,5000000.0,2025-06-30,IT1,73,84,170,61,20,Right,73.0,62.5,68.666667,68.000000,75.142857,64.375,12.2
183,Luca Fiordilino,Venezia Fc,Italy,Midfield,Defensive Midfield,750000.0,2025-06-30,IT1,70,72,177,68,26,Right,71.5,65.0,67.666667,70.333333,77.142857,59.625,12.0
184,David Schnegg,Venezia Fc,Austria,Defender,Left-Back,600000.0,2026-06-30,IT1,67,72,185,80,24,Left,66.5,66.0,59.000000,60.666667,66.571429,51.875,9.6
185,Ridgeciano Haps,Venezia Fc,Suriname,Defender,Left-Back,1000000.0,2026-06-30,IT1,73,73,175,66,29,Left,72.5,68.0,66.166667,68.333333,81.000000,58.375,11.0
186,Maximilian Ullmann,Venezia Fc,Austria,Defender,Left-Back,1200000.0,2024-06-30,IT1,71,74,180,65,26,Left,66.5,64.5,63.833333,64.333333,80.857143,59.875,9.6
187,Marco Modolo,Venezia Fc,Italy,Defender,Centre-Back,400000.0,2023-06-30,IT1,68,68,186,82,33,Right,46.0,67.5,55.833333,53.333333,66.285714,43.125,8.2
188,Michael Svoboda,Venezia Fc,Austria,Defender,Centre-Back,650000.0,2024-06-30,IT1,66,72,195,85,24,Right,62.0,64.0,59.333333,54.666667,55.571429,39.875,9.0
189,Bruno Bertinato,Venezia Fc,Brazil,Goalkeeper,Goalkeeper,200000.0,2023-06-30,IT1,58,63,194,79,24,Left,12.5,11.5,29.166667,16.333333,27.714286,14.125,56.4
191,Niki Maenpaa,Venezia Fc,Finland,Goalkeeper,Goalkeeper,100000.0,2023-06-30,IT1,66,66,191,86,38,Right,16.5,10.5,33.500000,22.333333,44.000000,16.875,64.4
192,Sergio Romero,Venezia Fc,Argentina,Goalkeeper,Goalkeeper,400000.0,2024-12-31,IT1,76,76,192,86,36,Right,26.0,13.0,43.000000,34.000000,51.000000,18.875,75.2
193,Andrea La Mantia,Fc Empoli,Italy,Attack,Centre-Forward,1200000.0,2023-06-30,IT1,70,70,190,81,31,Right,67.5,23.0,55.500000,42.333333,61.428571,59.375,9.2
194,Patrick Cutrone,Fc Empoli,Italy,Attack,Centre-Forward,2500000.0,2025-06-30,IT1,72,77,183,79,25,Right,71.5,19.0,58.166667,51.333333,70.000000,65.125,7.8
195,Ales Mateju,Venezia Fc,Czech Republic,Defender,Right-Back,1000000.0,2024-06-30,IT1,72,72,185,84,26,Right,66.0,70.0,66.500000,64.333333,72.571429,55.125,9.4
196,Giovanni Crociata,Fc Empoli,Italy,Midfield,Central Midfield,450000.0,2023-06-30,IT1,67,71,174,67,25,Right,71.0,47.0,59.333333,67.666667,72.285714,61.000,9.4
197,Leonardo Mancuso,Fc Empoli,Italy,Attack,Centre-Forward,2000000.0,2023-06-30,IT1,70,70,182,77,30,Right,72.5,21.0,61.166667,60.333333,75.714286,63.750,10.2
199,Leo Stulac,Fc Empoli,Slovenia,Midfield,Defensive Midfield,1400000.0,2023-06-30,IT1,71,71,175,70,28,Right,67.5,70.5,67.333333,67.666667,68.857143,61.250,11.6
200,Simone Canestrelli,Fc Empoli,Italy,Defender,Centre-Back,1000000.0,2023-06-30,IT1,63,72,192,85,22,Right,35.5,71.0,46.333333,39.666667,62.571429,38.500,9.8
202,Samuele Damiani,Fc Empoli,Italy,Midfield,Defensive Midfield,300000.0,2026-06-30,IT1,65,72,178,73,25,Right,67.0,64.0,62.000000,65.666667,65.571429,57.750,10.6
203,Jacopo Furlan,Fc Empoli,Italy,Goalkeeper,Goalkeeper,250000.0,2024-06-30,IT1,60,60,189,75,30,Right,20.5,15.0,28.833333,24.000000,46.714286,19.250,58.2
204,Andreas Jungdal,Ac Mailand,Denmark,Goalkeeper,Goalkeeper,150000.0,2024-06-30,IT1,63,76,195,82,21,Right,12.0,13.0,25.666667,24.333333,32.571429,14.875,62.4
205,Cristo Gonzalez,Udinese Calcio,Spain,Attack,Centre-Forward,1500000.0,2023-06-30,IT1,68,72,178,69,25,Right,70.5,32.5,59.500000,60.333333,71.285714,62.125,11.0
206,Mato Jajalo,Udinese Calcio,Bosnia-Herzegovina,Midfield,Defensive Midfield,300000.0,2023-06-30,IT1,72,72,182,78,34,Right,71.0,69.0,66.833333,69.666667,68.000000,67.000,9.4
209,Martin Palumbo,Udinese Calcio,Norway,Midfield,Central Midfield,800000.0,2023-06-30,IT1,71,74,178,69,26,Right,69.0,69.5,62.666667,65.000000,63.571429,42.750,9.4
210,Martin Palumbo,Udinese Calcio,Norway,Midfield,Central Midfield,800000.0,2023-06-30,IT1,66,76,190,78,23,Right,45.0,67.5,49.333333,44.666667,57.714286,31.125,10.4
211,Cesare Casadei,Inter Mailand,Italy,Midfield,Central Midfield,1000000.0,2028-06-30,IT1,64,80,186,77,20,Right,59.5,49.5,59.833333,62.000000,65.571429,60.750,9.8
212,Filip Benkovic,Udinese Calcio,Croatia,Defender,Centre-Back,1700000.0,2023-06-30,IT1,71,75,194,91,25,Right,55.0,71.0,62.333333,52.333333,61.285714,47.000,9.4
213,Luca Moro,Us Sassuolo,Italy,Attack,Centre-Forward,3200000.0,2023-06-30,IT1,60,71,189,77,22,Right,56.5,13.0,46.000000,42.666667,63.285714,52.625,11.0
214,Brian Oddei,Us Sassuolo,Italy,Attack,Right Winger,800000.0,2024-06-30,IT1,64,78,175,55,20,Left,70.5,36.5,48.666667,57.666667,57.000000,56.250,11.6
215,Nicolas Schiappacasse,Us Sassuolo,Uruguay,Attack,Left Winger,150000.0,2023-06-30,IT1,69,69,190,85,34,Right,17.0,16.0,37.000000,25.000000,46.857143,17.375,68.4
217,Yeferson Paz,Us Sassuolo,Colombia,Midfield,Right Midfield,450000.0,2023-06-30,IT1,63,76,176,67,20,Right,58.0,61.0,57.000000,61.666667,70.142857,50.750,9.8
219,Edoardo Goldaniga,Us Sassuolo,Italy,Defender,Centre-Back,800000.0,2024-06-30,IT1,71,71,193,82,29,Right,53.5,73.5,51.333333,47.666667,49.857143,38.750,11.6
220,Valentin Mihaila,Atalanta Bergamo,Romania,Attack,Left Winger,4500000.0,2025-06-30,IT1,72,78,180,71,23,Right,71.5,32.5,55.500000,65.000000,73.714286,58.375,9.0
221,Andrea Oliveri,Atalanta Bergamo,Italy,Midfield,Right Midfield,400000.0,2026-06-30,IT1,60,75,181,74,20,Right,62.0,34.5,49.500000,60.000000,58.428571,51.375,10.2
222,Samuel Giovane,Atalanta Bergamo,Italy,Midfield,Central Midfield,500000.0,2023-06-30,IT1,59,73,181,72,19,Left,57.5,54.0,58.666667,58.333333,68.000000,53.625,10.6
223,Simone Panada,Atalanta Bergamo,Italy,Midfield,Defensive Midfield,375000.0,2023-06-30,IT1,64,74,175,72,20,Right,58.0,64.0,55.666667,61.666667,68.285714,58.125,7.8
225,Giorgio Cittadini,Atalanta Bergamo,Italy,Defender,Centre-Back,2000000.0,2023-06-30,IT1,63,78,180,75,20,Right,37.5,68.5,45.833333,38.666667,59.714286,36.875,10.4
226,Jakub Jankto,Sampdoria Genua,Czech Republic,Midfield,Left Midfield,2500000.0,2023-06-30,IT1,73,73,184,74,27,Left,74.5,66.0,70.333333,71.333333,67.857143,65.375,12.2
227,Simone Trimboli,Sampdoria Genua,Italy,Midfield,Central Midfield,600000.0,2024-06-30,IT1,56,70,176,76,20,Right,60.5,50.0,55.000000,56.333333,58.285714,51.750,7.6
228,Ernesto Torregrossa,Sampdoria Genua,Venezuela,Attack,Centre-Forward,2400000.0,2023-06-30,IT1,71,71,184,87,30,Left,66.5,22.0,56.000000,51.666667,77.000000,64.875,9.0
229,Giovanni Bonfanti,Sampdoria Genua,Italy,Defender,Centre-Back,100000.0,2023-06-30,IT1,66,66,173,74,28,Right,70.5,29.0,52.333333,63.666667,64.714286,59.750,14.2
230,Alassane Sidibe,Atalanta Bergamo,Cote d'Ivoire,Midfield,Central Midfield,900000.0,2023-06-30,IT1,60,75,178,73,20,Right,63.0,58.5,56.333333,60.000000,61.285714,49.875,7.0
231,Radu Dragusin,Sampdoria Genua,Romania,Defender,Centre-Back,3500000.0,2023-06-30,IT1,70,83,191,80,21,Right,56.0,76.0,54.833333,48.666667,70.142857,43.375,10.6
232,Valerio Verre,Sampdoria Genua,Italy,Attack,Attacking Midfield,1800000.0,2025-06-30,IT1,73,73,181,70,29,Right,74.5,65.0,70.833333,71.333333,69.142857,71.750,9.2
233,Riccardo Ciervo,Sampdoria Genua,Italy,Attack,Left Winger,1500000.0,2023-06-30,IT1,61,72,190,69,21,Right,65.5,32.5,46.000000,57.333333,56.285714,55.875,8.8
234,Samuel Di Carmine,Hellas Verona,Italy,Attack,Centre-Forward,500000.0,2023-06-30,IT1,70,70,186,84,34,Right,70.5,19.0,63.333333,49.000000,68.285714,67.875,14.0
235,Mateusz Praszelik,Hellas Verona,Poland,Attack,Attacking Midfield,1200000.0,2023-01-31,IT1,67,76,184,74,22,Right,71.0,44.5,57.500000,68.666667,69.428571,62.750,8.8
236,Nikola Kalinic,Hellas Verona,Croatia,Attack,Centre-Forward,600000.0,2023-06-30,IT1,73,73,187,79,35,Right,72.0,30.0,67.166667,61.000000,62.571429,68.500,9.4
237,Daniel Bessa,Hellas Verona,Italy,Midfield,Central Midfield,3000000.0,2024-06-30,IT1,70,70,188,80,28,Right,16.0,14.0,26.166667,17.666667,38.571429,14.375,71.0
238,Gianluca Frabotta,Hellas Verona,Italy,Defender,Left-Back,1600000.0,2023-06-30,IT1,69,76,187,70,23,Left,68.5,69.0,60.166667,68.000000,63.142857,55.500,9.6
239,Kevin Ruegg,Hellas Verona,Switzerland,Defender,Right-Back,1000000.0,2023-06-30,IT1,70,76,173,80,24,Right,70.5,65.0,67.166667,67.666667,76.571429,52.500,9.4
240,Jony,Lazio Rom,Spain,Attack,Left Winger,600000.0,2023-06-30,IT1,72,72,179,78,31,Left,71.0,48.0,65.833333,71.666667,68.714286,66.625,12.4
241,Raul Moro,Lazio Rom,Spain,Attack,Left Winger,2500000.0,2023-06-30,IT1,66,82,168,60,20,Right,72.5,24.0,52.500000,61.000000,59.000000,47.500,9.4
242,Patryk Dziczek,Lazio Rom,Poland,Midfield,Defensive Midfield,500000.0,2025-06-30,IT1,67,71,182,76,24,Right,65.5,63.0,64.833333,60.333333,66.428571,45.125,11.2
243,Bosko Sutalo,Hellas Verona,Croatia,Defender,Centre-Back,3000000.0,2027-06-30,IT1,72,79,188,72,23,Right,62.5,71.5,60.333333,61.666667,62.857143,44.875,11.4
244,Dimitrije Kamenovic,Lazio Rom,Serbia,Defender,Left-Back,1400000.0,2023-06-30,IT1,63,70,188,78,22,Left,55.5,66.0,52.166667,58.000000,64.857143,40.750,11.4
245,Thomas Rogne,Apollon Smyrnis,Norway,Defender,Centre-Back,300000.0,2024-12-31,GR1,67,67,193,82,32,Right,46.5,67.5,57.500000,54.333333,58.000000,37.500,10.6
246,Ilias Kyritsis,Apollon Smyrnis,Greece,Goalkeeper,Goalkeeper,150000.0,2023-06-30,GR1,67,83,175,70,18,Left,70.5,26.0,49.666667,62.000000,61.714286,54.875,9.0
247,Nicola Rauti,Fc Turin,Italy,Attack,Centre-Forward,250000.0,2023-06-30,IT1,67,76,180,79,22,Right,65.5,17.5,53.000000,49.000000,64.142857,59.500,10.4
248,Magnus Warming,Fc Turin,Denmark,Attack,Left Winger,800000.0,2023-06-30,IT1,65,73,188,72,22,Right,69.0,31.5,53.333333,53.333333,65.571429,52.375,8.6
249,Ben Lhassine Kone,Fc Turin,Cote d'Ivoire,Attack,Attacking Midfield,900000.0,2023-06-30,IT1,62,72,172,70,22,Left,68.0,47.0,57.666667,60.666667,65.571429,57.625,8.2
250,Matthew Garbett,Fc Turin,New Zealand,Midfield,Central Midfield,150000.0,2024-06-30,IT1,63,76,188,75,20,Right,66.0,54.0,60.000000,59.000000,64.571429,54.750,7.6
251,Daniele Baselli,Fc Turin,Italy,Midfield,Central Midfield,900000.0,2024-06-30,IT1,71,71,182,75,30,Right,74.0,63.5,69.500000,74.000000,67.571429,71.375,9.8
252,Jacopo Segre,Fc Turin,Italy,Midfield,Central Midfield,1600000.0,2025-06-30,IT1,68,73,185,75,26,Right,66.5,63.0,64.000000,66.000000,69.571429,59.250,10.0
253,Cristian Ansaldi,Fc Turin,Argentina,Defender,Left-Back,500000.0,2023-06-30,IT1,71,71,181,76,36,Right,71.5,73.0,70.333333,73.333333,65.714286,61.875,11.4
254,Jason Mbock,Sco Angers,France,Attack,Left Winger,200000.0,2023-06-30,FR1,57,66,174,67,23,Left,60.5,18.5,42.666667,48.666667,62.857143,54.500,12.6
255,Antonin Bobichon,Sco Angers,France,Midfield,Central Midfield,1200000.0,2023-06-30,FR1,69,70,178,75,27,Right,70.5,53.5,65.666667,66.666667,64.000000,68.375,12.2
256,Daylam Meddah,Sco Angers,France,Defender,Centre-Back,150000.0,2025-06-30,FR1,56,70,187,78,20,Right,62.5,50.0,51.333333,55.666667,64.142857,45.250,11.4
257,Ismael Traore,Sco Angers,Cote d'Ivoire,Defender,Centre-Back,400000.0,2024-06-30,FR1,72,72,184,87,36,Right,47.0,71.0,62.000000,58.333333,61.000000,49.750,10.6
258,Vincent Manceau,Sco Angers,France,Defender,Centre-Back,600000.0,2024-06-30,FR1,73,73,176,70,33,Right,71.5,74.0,68.000000,73.333333,64.428571,51.625,12.6
259,Romain Thomas,Sco Angers,France,Defender,Centre-Back,600000.0,2025-06-30,FR1,74,74,193,84,34,Left,47.5,74.5,59.000000,59.333333,48.857143,42.625,11.0
260,Sofiane Boufal,Sco Angers,Morocco,Attack,Left Winger,10000000.0,2024-06-30,FR1,76,76,175,67,29,Right,82.5,38.5,61.833333,73.666667,68.571429,66.500,11.2
261,Famara Diedhiou,Alanyaspor,Senegal,Attack,Centre-Forward,3000000.0,2025-06-30,TR1,69,69,189,80,30,Right,67.5,19.0,55.500000,44.000000,64.714286,63.250,11.0
262,Anthony Mandrea,Sco Angers,Algeria,Goalkeeper,Goalkeeper,1000000.0,2025-06-30,FR1,70,75,186,78,26,Right,17.0,20.0,31.000000,20.000000,45.428571,20.750,68.6
263,Kevin Boma,Sco Angers,Togo,Defender,Centre-Back,300000.0,2025-06-30,FR1,62,72,187,73,20,Right,46.0,64.5,48.833333,46.000000,51.428571,38.625,10.4
264,Joel Pohjanpalo,Caykur Rizespor,Finland,Attack,Centre-Forward,2500000.0,2025-06-30,TR1,73,73,186,86,28,Right,70.0,19.5,58.500000,56.000000,67.142857,68.375,10.2
265,Papiss Demba Cisse,Caykur Rizespor,Senegal,Attack,Centre-Forward,250000.0,2023-06-30,TR1,68,68,181,73,37,Right,68.0,19.0,58.000000,62.000000,60.857143,71.625,11.0
266,Lebogang Phiri,Caykur Rizespor,South Africa,Midfield,Central Midfield,500000.0,2023-06-30,TR1,68,69,173,63,28,Right,69.0,66.5,66.500000,62.666667,77.285714,56.875,11.6
267,Erik Sabo,Caykur Rizespor,Slovakia,Midfield,Central Midfield,725000.0,2024-05-31,TR1,72,72,170,70,28,Right,73.5,18.5,52.000000,65.000000,79.714286,66.750,11.2
268,Erik Sabo,Caykur Rizespor,Slovakia,Midfield,Central Midfield,725000.0,2024-05-31,TR1,70,79,174,73,22,Left,69.0,65.0,66.500000,63.666667,75.857143,50.250,8.2
269,Nathan Monzango,Caykur Rizespor,France,Defender,Centre-Back,300000.0,2024-06-30,TR1,61,69,184,72,21,Left,47.5,69.5,48.500000,45.666667,58.428571,32.250,10.4
270,Torgeir Borven,Gaziantep Fk,Norway,Attack,Centre-Forward,350000.0,2024-12-31,TR1,69,69,185,72,31,Right,66.5,26.5,54.500000,53.333333,71.571429,66.750,12.2
271,Sebastian Holmen,Caykur Rizespor,Sweden,Defender,Centre-Back,1000000.0,2026-12-31,TR1,70,70,188,77,30,Right,49.0,72.0,57.500000,53.333333,64.571429,39.625,10.2
272,Angelo Sagal,Gaziantep Fk,Chile,Attack,Left Winger,1300000.0,2023-06-30,TR1,70,70,178,78,29,Left,70.5,61.5,61.666667,66.000000,74.285714,66.500,11.6
273,Pawel Olkowski,Gaziantep Fk,Poland,Midfield,Right Midfield,200000.0,2024-06-30,TR1,66,66,184,80,33,Right,63.5,63.5,63.500000,63.666667,68.714286,54.625,12.6
274,Luka Stankovski,Gaziantep Fk,North Macedonia,Midfield,Central Midfield,1000000.0,2026-06-30,TR1,62,72,190,76,20,Right,71.0,39.0,51.000000,62.000000,56.000000,54.000,9.0
275,Halil Ibrahim Pehlivan,Gaziantep Fk,Turkey,Defender,Left-Back,400000.0,2023-06-30,TR1,66,66,183,72,29,Left,63.5,63.5,56.833333,60.333333,66.857143,50.375,8.8
276,Alin Tosca,Gaziantep Fk,Romania,Defender,Centre-Back,1400000.0,2024-06-30,TR1,69,69,181,78,30,Left,60.0,69.0,62.500000,64.333333,67.285714,45.500,11.0
278,Mustafa Burak Bozan,Gaziantep Fk,Turkey,Goalkeeper,Goalkeeper,50000.0,2023-06-30,TR1,58,66,190,80,22,Right,12.0,11.5,25.833333,18.000000,30.285714,14.500,58.2
279,Davidson,Alanyaspor,Brazil,Attack,Left Winger,3200000.0,2023-12-31,TR1,76,76,177,63,32,Right,81.0,42.5,69.500000,70.000000,77.857143,72.625,8.2
280,Juanfran Moreno,Alanyaspor,Spain,Defender,Right-Back,600000.0,2023-06-30,TR1,67,67,180,69,34,Right,67.0,61.5,66.666667,63.666667,69.285714,63.375,11.8
282,Chidozie Awaziem,Alanyaspor,Nigeria,Defender,Centre-Back,5000000.0,2023-06-30,TR1,72,77,189,77,26,Right,60.0,70.5,59.833333,52.333333,70.142857,40.500,11.0
283,Jocelyn Janneh,Kayserispor,Sierra Leone,Midfield,Defensive Midfield,50000.0,2025-06-30,TR1,56,69,178,72,20,Left,46.5,60.0,49.333333,49.333333,63.285714,47.375,10.6
285,Yusuf Erdogan,Fatih Karagumruk,Turkey,Midfield,Defensive Midfield,25000.0,2024-06-30,TR1,69,69,171,68,30,Left,69.5,60.0,63.166667,64.000000,75.285714,68.375,10.8
286,Yusuf Erdogan,Adana Demirspor,Turkey,Attack,Left Winger,1000000.0,2025-06-30,TR1,69,69,171,68,30,Left,69.5,60.0,63.166667,64.000000,75.285714,68.375,10.8
287,Abdoulaye Toure,Fatih Karagumruk,France,Midfield,Defensive Midfield,1800000.0,2025-06-30,TR1,70,71,188,84,29,Right,64.0,71.5,57.500000,59.333333,47.857143,56.625,9.6
288,Vegar Eggen Hedenstad,Fatih Karagumruk,Norway,Defender,Right-Back,500000.0,2024-12-31,TR1,69,69,178,74,31,Right,65.0,65.0,63.000000,63.333333,73.857143,57.125,9.8
290,Flavio,Giresunspor,Brazil,Midfield,Central Midfield,2000000.0,2023-06-30,TR1,70,71,177,73,27,Right,64.5,67.0,63.000000,62.333333,71.000000,53.750,10.4
291,Flavio,Giresunspor,Brazil,Midfield,Central Midfield,2000000.0,2023-06-30,TR1,67,69,191,84,28,Right,43.5,67.0,53.500000,41.000000,54.857143,34.375,12.0
294,Mamadou Diarra,Giresunspor,Senegal,Defender,Centre-Back,1000000.0,2025-06-30,TR1,67,70,184,70,25,Right,50.0,68.0,53.833333,54.000000,58.285714,38.500,9.2
295,Ayoub El Kaabi,Hatayspor,Morocco,Attack,Centre-Forward,4099999.0,2023-06-30,TR1,74,74,182,76,29,Left,72.0,24.5,59.500000,56.000000,75.571429,68.875,11.6
296,Sadik Bas,Hatayspor,Turkey,Attack,Right Winger,300000.0,2025-06-30,TR1,60,60,180,74,28,Right,63.5,56.0,51.000000,53.333333,65.285714,57.625,9.2
297,Adama Traore,Hatayspor,Mali,Attack,Attacking Midfield,3500000.0,2024-06-30,TR1,77,77,178,86,27,Right,84.5,38.0,65.333333,67.000000,86.714286,57.375,10.4
298,Adama Traore,Hatayspor,Mali,Attack,Attacking Midfield,3500000.0,2024-06-30,TR1,74,74,177,74,27,Left,75.0,16.0,56.833333,62.333333,75.428571,59.250,7.4
299,Adama Traore,Hatayspor,Mali,Attack,Attacking Midfield,3500000.0,2024-06-30,TR1,72,73,178,75,27,Left,75.5,60.0,67.500000,72.666667,72.714286,64.375,10.0
300,Adama Traore,Hatayspor,Mali,Attack,Attacking Midfield,3500000.0,2024-06-30,TR1,67,67,170,73,33,Left,64.5,63.0,61.833333,60.666667,77.714286,52.000,11.0
301,Adama Traore,Wolverhampton Wanderers,Spain,Attack,Right Winger,15000000.0,2023-06-30,GB1,77,77,178,86,27,Right,84.5,38.0,65.333333,67.000000,86.714286,57.375,10.4
302,Adama Traore,Wolverhampton Wanderers,Spain,Attack,Right Winger,15000000.0,2023-06-30,GB1,74,74,177,74,27,Left,75.0,16.0,56.833333,62.333333,75.428571,59.250,7.4
303,Adama Traore,Wolverhampton Wanderers,Spain,Attack,Right Winger,15000000.0,2023-06-30,GB1,72,73,178,75,27,Left,75.5,60.0,67.500000,72.666667,72.714286,64.375,10.0
304,Adama Traore,Wolverhampton Wanderers,Spain,Attack,Right Winger,15000000.0,2023-06-30,GB1,67,67,170,73,33,Left,64.5,63.0,61.833333,60.666667,77.714286,52.000,11.0
305,Muhammed Mert,Hatayspor,Turkey,Midfield,Central Midfield,150000.0,2023-06-30,TR1,65,65,174,68,28,Left,70.5,44.0,54.833333,66.000000,64.714286,57.500,12.0
306,Mehdi Boudjemaa,Hatayspor,Algeria,Midfield,Central Midfield,1500000.0,2023-06-30,TR1,65,70,182,70,24,Right,67.0,65.0,59.666667,60.666667,67.714286,48.250,10.4
307,Engin Can Aksoy,Hatayspor,Turkey,Defender,Left-Back,50000.0,2024-06-30,TR1,54,65,178,74,19,Left,48.0,53.0,46.000000,44.666667,62.714286,33.375,8.6
308,Munir,Hatayspor,Morocco,Goalkeeper,Goalkeeper,1200000.0,2024-06-30,TR1,79,79,175,69,27,Left,82.5,26.0,65.833333,71.666667,73.714286,75.625,11.2
309,Munir,Hatayspor,Morocco,Goalkeeper,Goalkeeper,1200000.0,2024-06-30,TR1,73,73,190,89,33,Right,25.0,19.5,37.166667,28.000000,52.142857,22.875,72.2
310,Abdullah Yigiter,Hatayspor,Turkey,Goalkeeper,Goalkeeper,100000.0,2025-06-30,TR1,65,70,189,79,23,Right,7.5,13.5,29.000000,21.000000,31.428571,15.125,64.2
311,Ibrahima Balde,Giresunspor,Senegal,Attack,Centre-Forward,200000.0,2024-06-30,TR1,60,70,185,76,20,Right,65.0,17.0,43.500000,37.666667,52.285714,53.750,9.0
312,Ibrahima Balde,Rc Lens,France,Attack,Centre-Forward,300000.0,2023-06-30,FR1,60,70,185,76,20,Right,65.0,17.0,43.500000,37.666667,52.285714,53.750,9.0
313,Diego Falcinelli,Fc Bologna,Italy,Attack,Centre-Forward,800000.0,2024-06-30,IT1,68,68,186,75,31,Left,68.5,15.0,55.333333,50.000000,61.714286,61.625,8.8
314,Burak Oksuz,Hatayspor,Turkey,Defender,Centre-Back,1100000.0,2024-06-30,TR1,65,68,185,78,27,Left,44.0,66.0,47.666667,53.666667,64.285714,41.125,11.2
315,Kingsley Michael,Fc Bologna,Nigeria,Midfield,Central Midfield,400000.0,2023-06-30,IT1,66,74,176,70,23,Right,69.5,49.0,59.666667,67.000000,71.857143,64.750,9.0
316,Nicolas Viola,Fc Bologna,Italy,Midfield,Central Midfield,600000.0,2024-06-30,IT1,70,70,180,77,33,Left,72.5,56.5,65.500000,72.333333,66.000000,68.625,10.2
317,Denso Kasius,Fc Bologna,Netherlands,Defender,Right-Back,2000000.0,2025-06-30,IT1,62,75,183,69,20,Right,64.0,60.0,54.333333,63.000000,59.857143,44.750,8.0
318,Luis Binks,Fc Bologna,England,Defender,Centre-Back,1500000.0,2023-06-30,IT1,69,79,188,86,21,Left,55.5,64.5,54.500000,52.333333,62.571429,37.000,7.4
319,Jorge Felix,Sivasspor,Spain,Attack,Second Striker,350000.0,2024-06-30,TR1,66,66,175,68,31,Right,66.0,22.0,53.166667,66.000000,68.571429,59.250,7.6
320,Faycal Fajr,Sivasspor,Morocco,Midfield,Central Midfield,1500000.0,2024-06-30,TR1,75,75,180,70,34,Right,77.5,66.5,70.333333,78.000000,62.571429,70.875,12.4
321,Simy,Us Salernitana 1919,Nigeria,Attack,Centre-Forward,1000000.0,2023-06-30,IT1,69,69,198,84,30,Right,59.0,25.0,60.666667,41.333333,56.714286,65.875,12.4
